date_date;wind;weather
2013-12-24;1.7;sun
2013-12-25;0.8;sun
2013-12-26;0.5;sun
2013-12-27;2.1;rain
2013-12-28;1.3;sun
2013-12-29;1.1;sun
2013-12-30;2.6;rain
2013-12-31;1.7;rain
2014-01-01;1.2;sun
2014-01-02;3.2;rain
2014-01-03;2.6;rain
2014-01-04;2.7;fog
2014-01-05;3.7;sun
2014-01-06;2.6;rain
2014-01-07;1.6;rain
2014-01-08;4.6;rain
2014-01-09;6.3;rain
2014-01-10;7.0;rain
2014-01-11;8.8;rain
2014-01-12;8.1;rain
2014-01-13;7.1;sun
2014-01-14;1.3;sun
2014-01-15;2.5;sun
2014-01-16;2.7;sun
2014-01-17;2.3;sun
2014-01-18;2.2;sun
2014-01-19;2.5;sun
2014-01-20;2.2;sun
2014-01-21;1.5;sun
2014-01-22;2.6;rain
2014-01-23;5.2;fog
2014-01-24;1.9;sun
2014-01-25;0.8;sun
2014-01-26;1.3;sun
2014-01-27;1.3;sun
2014-01-28;1.6;rain
2014-01-29;3.4;rain
2014-01-30;6.4;sun
2014-01-31;2.6;rain
2014-02-01;0.8;rain
2014-02-02;2.5;sun
2014-02-03;4.3;sun
2014-02-04;4.7;sun
2014-02-05;6.6;sun
2014-02-06;4.5;sun
2014-02-07;4.2;sun
2014-02-08;4.6;snow
2014-02-09;2.4;rain
2014-02-10;4.7;rain
2014-02-11;3.8;rain
2014-02-12;6.4;rain
2014-02-13;6.3;rain
2014-02-14;6.4;rain
2014-02-15;5.1;rain
2014-02-16;7.9;rain
2014-02-17;5.5;rain
2014-02-18;6.2;rain
2014-02-19;6.0;rain
2014-02-20;6.9;rain
2014-02-21;2.9;rain
2014-02-22;3.1;rain
2014-02-23;2.6;rain
2014-02-24;3.2;rain
2014-02-25;4.5;rain
2014-02-26;2.5;sun
2014-02-27;2.3;sun
2014-02-28;5.9;sun
2014-03-01;4.7;rain
2014-03-02;5.7;rain
2014-03-03;5.1;rain
2014-03-04;3.9;rain
2014-03-05;3.9;rain
2014-03-06;6.2;rain
2014-03-07;4.2;sun
2014-03-08;2.7;rain
2014-03-09;4.3;rain
2014-03-10;2.2;rain
2014-03-11;2.3;fog
2014-03-12;1.9;fog
2014-03-13;2.5;rain
2014-03-14;6.1;rain
2014-03-15;3.0;rain
2014-03-16;3.8;rain
2014-03-17;3.2;rain
2014-03-18;1.6;sun
2014-03-19;5.1;rain
2014-03-20;3.0;sun
2014-03-21;3.8;sun
2014-03-22;1.8;sun
2014-03-23;3.3;sun
2014-03-24;2.2;sun
2014-03-25;4.4;rain
2014-03-26;2.4;rain
2014-03-27;2.8;rain
2014-03-28;3.9;rain
2014-03-29;5.1;rain
2014-03-30;5.1;sun
2014-03-31;3.8;sun
2014-04-01;2.8;sun
2014-04-02;4.2;sun
2014-04-03;3.9;rain
2014-04-04;4.7;sun
2014-04-05;4.3;rain
2014-04-06;2.6;sun
2014-04-07;2.5;sun
2014-04-08;4.2;rain
2014-04-09;2.9;sun
2014-04-10;3.6;sun
2014-04-11;2.8;sun
2014-04-12;4.4;sun
2014-04-13;3.1;sun
2014-04-14;2.6;sun
2014-04-15;4.0;rain
2014-04-16;4.6;rain
2014-04-17;4.7;rain
2014-04-18;3.8;sun
2014-04-19;4.7;rain
2014-04-20;2.7;sun
2014-04-21;2.5;rain
2014-04-22;4.2;rain
2014-04-23;5.0;rain
2014-04-24;5.3;rain
2014-04-25;2.3;sun
2014-04-26;3.9;rain
2014-04-27;5.8;rain
2014-04-28;2.6;sun
2014-04-29;2.3;sun
2014-04-30;3.9;sun
2014-05-01;3.0;sun
2014-05-02;4.7;sun
2014-05-03;3.4;rain
2014-05-04;4.2;rain
2014-05-05;3.8;rain
2014-05-06;2.6;sun
2014-05-07;1.7;sun
2014-05-08;3.4;rain
2014-05-09;5.6;rain
2014-05-10;2.1;rain
2014-05-11;1.7;sun
2014-05-12;2.7;sun
2014-05-13;3.8;sun
2014-05-14;3.3;sun
2014-05-15;3.0;sun
2014-05-16;4.1;sun
2014-05-17;3.2;sun
2014-05-18;3.2;sun
2014-05-19;2.2;sun
2014-05-20;2.7;sun
2014-05-21;1.7;sun
2014-05-22;2.5;sun
2014-05-23;4.0;rain
2014-05-24;2.4;sun
2014-05-25;1.4;rain
2014-05-26;4.5;sun
2014-05-27;2.5;sun
2014-05-28;3.4;sun
2014-05-29;4.3;sun
2014-05-30;4.5;sun
2014-05-31;2.2;sun
2014-06-01;2.3;sun
2014-06-02;2.4;sun
2014-06-03;3.2;sun
2014-06-04;2.6;sun
2014-06-05;2.4;sun
2014-06-06;3.2;sun
2014-06-07;3.1;sun
2014-06-08;2.1;sun
2014-06-09;3.6;sun
2014-06-10;2.9;sun
2014-06-11;2.7;sun
2014-06-12;4.0;rain
2014-06-13;5.0;rain
2014-06-14;3.2;sun
2014-06-15;3.6;rain
2014-06-16;2.4;rain
2014-06-17;3.0;rain
2014-06-18;2.7;sun
2014-06-19;3.7;rain
2014-06-20;3.4;rain
2014-06-21;3.6;sun
2014-06-22;2.7;sun
2014-06-23;2.5;sun
2014-06-24;2.5;sun
2014-06-25;2.4;sun
2014-06-26;4.1;sun
2014-06-27;4.5;rain
2014-06-28;4.3;rain
2014-06-29;3.2;sun
2014-06-30;4.4;sun
2014-07-01;3.5;sun
2014-07-02;3.6;sun
2014-07-03;3.1;sun
2014-07-04;3.6;sun
2014-07-05;2.2;fog
2014-07-06;3.0;sun
2014-07-07;4.1;fog
2014-07-08;3.5;sun
2014-07-09;2.3;sun
2014-07-10;2.2;fog
2014-07-11;2.2;sun
2014-07-12;2.2;sun
2014-07-13;2.6;sun
2014-07-14;2.8;sun
2014-07-15;2.3;sun
2014-07-16;2.4;sun
2014-07-17;3.7;sun
2014-07-18;2.8;sun
2014-07-19;5.4;fog
2014-07-20;2.8;sun
2014-07-21;2.2;sun
2014-07-22;1.1;rain
2014-07-23;3.3;rain
2014-07-24;4.7;sun
2014-07-25;2.7;sun
2014-07-26;3.6;sun
2014-07-27;4.1;sun
2014-07-28;3.7;sun
2014-07-29;2.8;sun
2014-07-30;3.4;sun
2014-07-31;4.1;sun
2014-08-01;3.3;sun
2014-08-02;1.7;rain
2014-08-03;2.6;sun
2014-08-04;2.6;sun
2014-08-05;2.7;sun
2014-08-06;2.2;fog
2014-08-07;2.4;fog
2014-08-08;2.9;sun
2014-08-09;4.1;sun
2014-08-10;3.4;sun
2014-08-11;2.6;rain
2014-08-12;3.1;rain
2014-08-13;2.7;rain
2014-08-14;0.6;sun
2014-08-15;1.5;rain
2014-08-16;2.2;sun
2014-08-17;2.8;sun
2014-08-18;3.3;sun
2014-08-19;2.4;sun
2014-08-20;3.6;sun
2014-08-21;1.7;sun
2014-08-22;2.9;sun
2014-08-23;2.0;sun
2014-08-24;2.3;sun
2014-08-25;2.0;sun
2014-08-26;1.8;sun
2014-08-27;1.6;sun
2014-08-28;2.3;sun
2014-08-29;3.4;sun
2014-08-30;2.2;rain
2014-08-31;1.9;rain
2014-09-01;2.5;sun
2014-09-02;4.3;rain
2014-09-03;2.7;sun
2014-09-04;3.1;fog
2014-09-05;6.5;fog
2014-09-06;2.9;sun
2014-09-07;2.1;sun
2014-09-08;2.8;sun
2014-09-09;2.3;sun
2014-09-10;3.9;sun
2014-09-11;5.3;sun
2014-09-12;5.9;sun
2014-09-13;4.2;sun
2014-09-14;1.8;sun
2014-09-15;1.2;sun
2014-09-16;2.8;sun
2014-09-17;2.3;rain
2014-09-18;3.1;rain
2014-09-19;2.8;sun
2014-09-20;4.4;fog
2014-09-21;3.0;sun
2014-09-22;2.1;rain
2014-09-23;2.5;rain
2014-09-24;2.7;rain
2014-09-25;2.5;rain
2014-09-26;3.3;rain
2014-09-27;3.2;fog
2014-09-28;2.0;fog
2014-09-29;3.5;rain
2014-09-30;2.6;sun
2014-10-01;2.1;sun
2014-10-02;2.0;sun
2014-10-03;1.0;sun
2014-10-04;1.2;sun
2014-10-05;1.4;fog
2014-10-06;2.5;fog
2014-10-07;1.0;fog
2014-10-08;1.8;fog
2014-10-09;1.0;fog
2014-10-10;3.8;rain
2014-10-11;3.5;rain
2014-10-12;2.1;sun
2014-10-13;3.1;rain
2014-10-14;2.2;rain
2014-10-15;4.7;rain
2014-10-16;3.3;sun
2014-10-17;3.0;rain
2014-10-18;1.9;rain
2014-10-19;3.2;sun
2014-10-20;3.1;rain
2014-10-21;4.7;rain
2014-10-22;5.0;rain
2014-10-23;4.6;rain
2014-10-24;3.2;rain
2014-10-25;5.4;rain
2014-10-26;5.0;rain
2014-10-27;2.4;rain
2014-10-28;3.9;rain
2014-10-29;3.1;rain
2014-10-30;3.2;rain
2014-10-31;2.0;rain
2014-11-01;1.2;fog
2014-11-02;2.9;rain
2014-11-03;4.8;rain
2014-11-04;3.3;rain
2014-11-05;2.1;rain
2014-11-06;6.7;rain
2014-11-07;2.3;sun
2014-11-08;0.8;fog
2014-11-09;3.0;rain
2014-11-10;3.9;sun
2014-11-11;7.7;sun
2014-11-12;7.6;sun
2014-11-13;4.7;sun
2014-11-14;4.5;sun
2014-11-15;4.2;sun
2014-11-16;4.2;sun
2014-11-17;1.9;sun
2014-11-18;0.9;sun
2014-11-19;1.9;sun
2014-11-20;2.1;rain
2014-11-21;4.7;rain
2014-11-22;4.7;rain
2014-11-23;5.1;rain
2014-11-24;3.8;rain
2014-11-25;4.5;rain
2014-11-26;3.9;rain
2014-11-27;6.6;rain
2014-11-28;5.8;rain
2014-11-29;5.3;snow
2014-11-30;4.4;sun
2014-12-01;2.2;sun
2014-12-02;5.7;fog
2014-12-03;3.6;sun
2014-12-04;1.1;rain
2014-12-05;3.1;rain
2014-12-06;3.6;rain
2014-12-07;2.8;sun
2014-12-08;4.2;rain
2014-12-09;5.1;rain
2014-12-10;6.7;rain
2014-12-11;6.4;rain
2014-12-12;3.7;sun
2014-12-13;1.1;fog
2014-12-14;3.5;fog
2014-12-15;5.9;sun
2014-12-16;4.0;sun
2014-12-17;1.6;rain
2014-12-18;3.1;rain
2014-12-19;4.3;rain
2014-12-20;5.5;rain
2014-12-21;5.2;sun
2014-12-22;1.5;sun
2014-12-23;3.8;rain
2014-12-24;1.8;rain
2014-12-25;2.2;fog
2014-12-26;1.2;fog
2014-12-27;4.9;rain
2014-12-28;1.8;rain
2014-12-29;4.3;fog
2014-12-30;3.6;sun
2014-12-31;3.0;sun
2015-01-01;1.2;sun
2015-01-02;2.3;rain
2015-01-03;1.7;fog
2015-01-04;4.5;rain
2015-01-05;6.4;rain
2015-01-06;1.3;fog
2015-01-07;1.6;fog
2015-01-08;2.6;fog
2015-01-09;0.6;rain
2015-01-10;0.5;rain
2015-01-11;1.1;rain
2015-01-12;1.6;fog
2015-01-13;2.7;fog
2015-01-14;2.8;fog
2015-01-15;3.2;rain
2015-01-16;4.5;fog
2015-01-17;2.8;rain
2015-01-18;6.6;rain
2015-01-19;2.8;rain
2015-01-20;3.0;fog
2015-01-21;1.3;fog
2015-01-22;1.3;rain
2015-01-23;2.6;rain
2015-01-24;3.3;rain
2015-01-25;1.4;fog
2015-01-26;2.2;fog
2015-01-27;2.0;rain
2015-01-28;1.8;fog
2015-01-29;2.9;sun
2015-01-30;0.8;fog
2015-01-31;1.9;fog
2015-02-01;2.6;rain
2015-02-02;4.0;rain
2015-02-03;1.9;rain
2015-02-04;1.7;rain
2015-02-05;4.6;rain
2015-02-06;4.5;rain
2015-02-07;4.6;rain
2015-02-08;3.9;rain
2015-02-09;2.5;rain
2015-02-10;4.0;rain
2015-02-11;1.0;fog
2015-02-12;2.1;rain
2015-02-13;1.7;fog
2015-02-14;2.9;rain
2015-02-15;4.8;sun
2015-02-16;6.6;fog
2015-02-17;4.0;sun
2015-02-18;2.6;sun
2015-02-19;2.2;rain
2015-02-20;0.9;rain
2015-02-21;4.5;sun
2015-02-22;4.2;sun
2015-02-23;1.4;sun
2015-02-24;1.5;sun
2015-02-25;1.0;rain
2015-02-26;1.4;rain
2015-02-27;4.0;rain
2015-02-28;5.1;sun
2015-03-01;2.2;sun
2015-03-02;4.8;sun
2015-03-03;2.1;sun
2015-03-04;1.8;sun
2015-03-05;1.3;sun
2015-03-06;1.4;sun
2015-03-07;2.7;fog
2015-03-08;1.7;fog
2015-03-09;1.8;fog
2015-03-10;2.6;rain
2015-03-11;3.1;rain
2015-03-12;3.2;sun
2015-03-13;2.2;rain
2015-03-14;3.8;rain
2015-03-15;4.2;rain
2015-03-16;3.0;rain
2015-03-17;2.6;rain
2015-03-18;2.5;sun
2015-03-19;1.9;sun
2015-03-20;1.9;rain
2015-03-21;4.7;rain
2015-03-22;2.3;rain
2015-03-23;2.8;rain
2015-03-24;3.9;rain
2015-03-25;4.4;rain
2015-03-26;2.2;sun
2015-03-27;4.0;rain
2015-03-28;5.7;sun
2015-03-29;3.0;sun
2015-03-30;2.9;rain
2015-03-31;4.2;rain
2015-04-01;3.2;rain
2015-04-02;2.4;sun
2015-04-03;3.6;rain
2015-04-04;1.7;sun
2015-04-05;2.4;sun
2015-04-06;3.5;rain
2015-04-07;3.9;rain
2015-04-08;1.7;sun
2015-04-09;2.3;sun
2015-04-10;4.6;rain
2015-04-11;6.5;sun
2015-04-12;3.6;sun
2015-04-13;3.6;rain
2015-04-14;3.3;rain
2015-04-15;2.4;sun
2015-04-16;3.1;sun
2015-04-17;3.6;sun
2015-04-18;3.9;sun
2015-04-19;3.6;sun
2015-04-20;2.6;sun
2015-04-21;3.4;rain
2015-04-22;2.3;sun
2015-04-23;4.1;rain
2015-04-24;5.0;rain
2015-04-25;3.0;rain
2015-04-26;2.7;fog
2015-04-27;2.3;rain
2015-04-28;4.3;rain
2015-04-29;4.7;sun
2015-04-30;2.1;sun
2015-05-01;3.7;sun
2015-05-02;3.7;sun
2015-05-03;2.6;sun
2015-05-04;5.2;sun
2015-05-05;5.1;rain
2015-05-06;2.6;fog
2015-05-07;3.0;sun
2015-05-08;3.0;sun
2015-05-09;2.6;sun
2015-05-10;2.8;sun
2015-05-11;2.5;fog
2015-05-12;3.3;rain
2015-05-13;2.8;rain
2015-05-14;2.0;rain
2015-05-15;2.8;fog
2015-05-16;3.0;sun
2015-05-17;2.1;sun
2015-05-18;3.0;sun
2015-05-19;2.6;sun
2015-05-20;1.8;fog
2015-05-21;2.1;sun
2015-05-22;3.7;sun
2015-05-23;2.6;sun
2015-05-24;2.7;sun
2015-05-25;2.7;sun
2015-05-26;2.1;sun
2015-05-27;1.8;sun
2015-05-28;2.1;sun
2015-05-29;2.5;sun
2015-05-30;2.5;sun
2015-05-31;2.2;sun
2015-06-01;3.4;rain
2015-06-02;5.0;rain
2015-06-03;3.0;sun
2015-06-04;3.9;sun
2015-06-05;4.3;sun
2015-06-06;2.6;sun
2015-06-07;3.2;sun
2015-06-08;3.5;sun
2015-06-09;2.7;sun
2015-06-10;3.0;sun
2015-06-11;3.5;sun
2015-06-12;2.3;sun
2015-06-13;2.6;sun
2015-06-14;3.7;sun
2015-06-15;3.5;drizzle
2015-06-16;3.0;sun
2015-06-17;3.1;sun
2015-06-18;3.0;sun
2015-06-19;3.2;rain
2015-06-20;4.3;sun
2015-06-21;3.4;sun
2015-06-22;2.4;sun
2015-06-23;2.4;sun
2015-06-24;2.6;sun
2015-06-25;3.0;sun
2015-06-26;4.7;sun
2015-06-27;3.9;sun
2015-06-28;2.1;rain
2015-06-29;2.7;sun
2015-06-30;3.4;fog
2015-07-01;4.3;sun
2015-07-02;3.4;sun
2015-07-03;2.6;sun
2015-07-04;2.9;sun
2015-07-05;2.1;sun
2015-07-06;3.2;drizzle
2015-07-07;2.4;sun
2015-07-08;1.9;drizzle
2015-07-09;3.4;sun
2015-07-10;3.7;sun
2015-07-11;3.0;sun
2015-07-12;2.2;sun
2015-07-13;3.1;sun
2015-07-14;3.3;sun
2015-07-15;3.2;sun
2015-07-16;2.8;sun
2015-07-17;3.3;sun
2015-07-18;3.4;sun
2015-07-19;3.3;sun
2015-07-20;3.9;sun
2015-07-21;2.4;sun
2015-07-22;2.8;sun
2015-07-23;1.9;sun
2015-07-24;3.8;rain
2015-07-25;2.4;fog
2015-07-26;2.6;rain
2015-07-27;1.9;fog
2015-07-28;3.4;sun
2015-07-29;3.8;sun
2015-07-30;3.5;sun
2015-07-31;2.6;sun
2015-08-01;3.1;sun
2015-08-02;2.0;sun
2015-08-03;2.3;sun
2015-08-04;2.6;fog
2015-08-05;3.5;sun
2015-08-06;2.9;sun
2015-08-07;3.7;sun
2015-08-08;3.6;fog
2015-08-09;2.2;sun
2015-08-10;2.4;sun
2015-08-11;4.4;sun
2015-08-12;2.7;rain
2015-08-13;2.2;sun
2015-08-14;5.2;rain
2015-08-15;3.7;sun
2015-08-16;3.7;sun
2015-08-17;3.0;sun
2015-08-18;3.0;sun
2015-08-19;2.1;drizzle
2015-08-20;4.2;rain
2015-08-21;2.6;sun
2015-08-22;2.5;drizzle
2015-08-23;1.8;drizzle
2015-08-24;2.3;sun
2015-08-25;3.4;sun
2015-08-26;1.7;sun
2015-08-27;2.1;sun
2015-08-28;2.6;rain
2015-08-29;5.8;rain
2015-08-30;4.7;rain
2015-08-31;5.8;sun
2015-09-01;5.0;rain
2015-09-02;3.8;sun
2015-09-03;2.9;sun
2015-09-04;2.9;sun
2015-09-05;3.5;rain
2015-09-06;2.4;rain
2015-09-07;1.5;rain
2015-09-08;2.4;sun
2015-09-09;3.3;sun
2015-09-10;3.6;fog
2015-09-11;3.1;sun
2015-09-12;2.1;sun
2015-09-13;3.0;rain
2015-09-14;3.4;sun
2015-09-15;2.8;sun
2015-09-16;1.9;rain
2015-09-17;3.8;rain
2015-09-18;2.6;sun
2015-09-19;4.3;sun
2015-09-20;6.8;rain
2015-09-21;2.7;fog
2015-09-22;2.0;sun
2015-09-23;1.8;sun
2015-09-24;2.5;fog
2015-09-25;2.6;rain
2015-09-26;2.7;sun
2015-09-27;3.8;sun
2015-09-28;5.1;sun
2015-09-29;1.9;sun
2015-09-30;1.3;fog
2015-10-01;1.3;fog
2015-10-02;2.9;fog
2015-10-03;4.8;sun
2015-10-04;3.7;sun
2015-10-05;1.6;sun
2015-10-06;2.6;drizzle
2015-10-07;2.2;rain
2015-10-08;1.1;fog
2015-10-09;2.6;rain
2015-10-10;4.7;rain
2015-10-11;2.6;sun
2015-10-12;2.8;rain
2015-10-13;3.2;rain
2015-10-14;5.0;fog
2015-10-15;3.4;fog
2015-10-16;1.3;sun
2015-10-17;1.3;rain
2015-10-18;2.0;rain
2015-10-19;2.6;rain
2015-10-20;1.8;fog
2015-10-21;1.3;fog
2015-10-22;2.7;fog
2015-10-23;2.6;fog
2015-10-24;2.9;fog
2015-10-25;3.4;rain
2015-10-26;4.6;rain
2015-10-27;1.7;fog
2015-10-28;2.8;rain
2015-10-29;4.7;rain
2015-10-30;6.7;rain
2015-10-31;7.2;rain
2015-11-01;6.0;rain
2015-11-02;2.8;rain
2015-11-03;1.4;rain
2015-11-04;2.2;sun
2015-11-05;2.3;rain
2015-11-06;2.7;fog
2015-11-07;3.0;rain
2015-11-08;1.8;rain
2015-11-09;1.3;rain
2015-11-10;3.9;rain
2015-11-11;4.6;rain
2015-11-12;5.1;rain
2015-11-13;6.5;rain
2015-11-14;4.5;rain
2015-11-15;4.1;rain
2015-11-16;4.0;rain
2015-11-17;8.0;rain
2015-11-18;3.8;rain
2015-11-19;4.2;rain
2015-11-20;4.0;fog
2015-11-21;4.7;sun
2015-11-22;3.1;fog
2015-11-23;1.3;rain
2015-11-24;4.5;rain
2015-11-25;5.7;sun
2015-11-26;4.3;sun
2015-11-27;3.0;sun
2015-11-28;1.0;sun
2015-11-29;0.9;fog
2015-11-30;1.7;rain
2015-12-01;3.5;rain
2015-12-02;5.0;rain
2015-12-03;5.9;rain
2015-12-04;4.7;rain
2015-12-05;4.0;rain
2015-12-06;5.9;rain
2015-12-07;3.4;rain
2015-12-08;6.2;rain
2015-12-09;6.3;rain
2015-12-10;7.5;rain
2015-12-11;2.8;rain
2015-12-12;5.6;rain
2015-12-13;6.1;rain
2015-12-14;1.7;sun
2015-12-15;2.9;rain
2015-12-16;2.3;rain
2015-12-17;6.0;rain
2015-12-18;5.1;rain
2015-12-19;4.1;fog
2015-12-20;6.7;rain
2015-12-21;4.3;rain
2015-12-22;5.0;rain
2015-12-23;7.6;rain
2015-12-24;4.3;rain
2015-12-25;1.5;rain
2015-12-26;2.5;sun
2015-12-27;2.9;rain
2015-12-28;1.3;rain
2015-12-29;2.6;fog
2015-12-30;3.4;sun
2015-12-31;3.5;sun
